Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
New South Wales,Swimming,F,7,Lacerations to both legs,UNKNOWN,17h00,Shark involvement not confirmed
Eastern Cape Province,Surfing,M,16,FATAL,Y,12h30,UNKNOWN
Quintana Roo,Attempting to fix motor,M,37,Bitten on leg and groin,N,UNKNOWN,UNKNOWN
Western Australia,Fishing,UNKNOWN,UNKNOWN,"No injury, shark nudged boat and bit propeller",N,12h00,White shark
Hawaii,Body boarding,M,16,"Lacerations to his lower left leg, calf, foot & ankle",N,15h35,6 shark
Vitu Levu,Surfing,M,UNKNOWN,Lacerations to  foot,N,AM,UNKNOWN
Hawaii,Surfing,M,46,Lacerations to right foot,N,13h51,UNKNOWN
South Sinai Peninsula,Snorkeling,F,70,FATAL,Y,12h00,"Oceanic whitetip shark, 2.5m "
Bali,Surfing,M,UNKNOWN,Lacerations to right hand,N,UNKNOWN,UNKNOWN
South Sinai Peninsula,Snorkeling,M,54,Both arms severely bitten,N,11h00,Mako shark 
South Sinai Peninsula,Snorkeling,M,46,Lacerations to right leg,N,10h55,Mako shark
South Sinai Peninsula,Snorkeling,F,70,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",N,14h55,"Oceanic whitetip shark, 2.5m, female"
South Sinai Peninsula,Snorkeling,F,48,Foot and arm bitten,N,14h40,"Oceanic whitetip shark, 2.5m, female"
UNKNOWN,Fishing,M,47,Serious wounds to chest,N,Morning,UNKNOWN
Western Australia,Swimming,M,UNKNOWN,Death may have been due to drowning,UNKNOWN,UNKNOWN,Shark involvement not confirmed
Palmyra Atoll,Snorkeling,M,33,Head bitten by netted shark PROVOKED INCIDENT,N,13h30,UNKNOWN
UNKNOWN,Diving,M,21,FATAL,Y,Morning,UNKNOWN
Bali,Surfing,M,UNKNOWN,Hand bitten ,N,UNKNOWN,UNKNOWN
Western Australia,Fishing,M,UNKNOWN,No injury to occupant. Shark rammed bottom of the boat,N,Night,White shark
Western Australia,Snorkeling,F,20,Torso and left buttock bitten,N,12h30,White shark
Western Australia,Spearfishing,M,UNKNOWN,"No injury, shark head-butted divers thigh",N,UNKNOWN,UNKNOWN
Oregon,Surfing,M,UNKNOWN,No injury to surfer,N,15h20,UNKNOWN
UNKNOWN,Fishing,M,UNKNOWN,PROVOKED INCIDENT?  ,N,UNKNOWN,UNKNOWN
Maine,Scuba diving,M,30,"No injury to diver, shark bit his video camera",N,Afternoon,"Porbeagle shark, 8 "
Western Australia,Kite Surfing,M,14,Lacerations to lower right leg,N,UNKNOWN,UNKNOWN
California,Body boarding,M,19,FATAL,Y,08h50,"White shark, 14 to 18 "
South Sinai Peninsula,Snorkeling,F,UNKNOWN,Multiple lacerations to left leg and foot,N,UNKNOWN,UNKNOWN
New South Wales,Surfing,M,22,Foot bitten,N,13h30,"Bull shark, 1.4m "
Exuma Islands,Snorkeling,M,UNKNOWN,Calf bitten,N,UNKNOWN,Lemon shark
Abaco Islands,Surfing,F,UNKNOWN,Bitten between left ankle & knee,N,15h00,Possibly a 6 lemon shark
Western Cape Province,Surfing,M,UNKNOWN,3 lacerations to foot,N,14h30,UNKNOWN
Oregon,Surfing,M,29,"No injury, surfboard rammed",N,16h00,White shark
Virginia,Surfing,M,18,Bite to left ankle and knee,N,16h30,UNKNOWN
Western Cape Province,Swimming,M,29,FATAL,Y,UNKNOWN,White shark
New South Wales,Surfing,M,15,Lacerations and puncture wounds to leg and foot,N,17h00,2m shark
Florida,Swimming,M,27,Lacerations to left wrist,N,UNKNOWN,3 shark
Haapi ,Swimming /  Whale Watching,M,24,Puncture wounds to right foot,N,12h00,UNKNOWN
Florida,Surfing,M,UNKNOWN,"No injury, shark charged surfboard",N,UNKNOWN,UNKNOWN
Florida,Surfing,M,24,Lacerations to right  hand ,N,12h00,UNKNOWN
Florida,Surfing,M,24,Left thigh bitten,N,09h00,UNKNOWN
Western Province,UNKNOWN,M,34,Lacerations to face and neck,N,UNKNOWN,UNKNOWN
Exuma Islands,Swimming after boat became disabled,M,43,"His partial remains were recovered from a 12 tiger shark on September 5, 2010. Cause of death was thought to be drowning",UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
Florida,Boogie Boarding,M,10,Minor injuries to foot,N,09h00,UNKNOWN
Western Australia,Surfing,M,31,FATAL,Y,08h05,White shark
California,Kayak Fishing,M,45,"No injury, kayak bitten",N,UNKNOWN,White shark
Queensland,Fishing,F,UNKNOWN,Leg bitten by hooked shark PROVOKED INCIDENT,N,19h00,UNKNOWN
Jeju Province,Swimming,F,16,Lacerations to left lower leg,N,Late afternoon,UNKNOWN
New South Wales,Surfing,M,47,Left foot bitten,N,08h00,UNKNOWN
North Carolina,Surfing,M,25,Left foot bitten,N,15h00,UNKNOWN
UNKNOWN,Windsurfing,M,35,"No injury, sail bitten",N,UNKNOWN,3 m shark
Florida,Swimming,F,UNKNOWN,Minor abrasions to legs when she was lifted on the back of a large marine animal,UNKNOWN,19h15,Shark involvement not confirmed
California,Kayaking,M,UNKNOWN,"No injury, kayak bitten",N,12h40,"White shark, 15"
Florida,Standing,F,37,Lacerations to forearm,N,11h00,3 to 4 shark
South Carolina,Standing,M,16,Lacerations to right lower leg,N,UNKNOWN,4 shark
Florida,Surfing,M,20,Left foot bitten,N,16h30,UNKNOWN
South Carolina,Swimming,M,10,Minor lacerations to left calf,N,10h35,Possibly a small blacktip shark
North Carolina,Swimming,F,13,Lacerations to right forearm,N,13h30,"Sandtiger shark, 4 to 5"
Florida,Surfing,M,55,Minor lacerations to right foot,N,UNKNOWN,A small spinner shark
Grand Canary Island,Swimming,M,9,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT,N,19h15,Angel shark
Texas,Fishing,M,UNKNOWN,Leg bitten,N,UNKNOWN,UNKNOWN
Florida,Fishing,M,UNKNOWN,Small laceration to forearm from netted shark  PROVOKED INCIDENT,N,UNKNOWN,"Nurse shark, juvenile "
KwaZulu-Natal,Snorkeling,F,21,Left leg bitten,N,UNKNOWN,UNKNOWN
New York,Fishing,M,20,Laceration to right bicep by hooked shark PROVOKED INCIDENT,N,12h30,"Blue shark, 7"
California,Surfing,M,19,Laceration to left foot,N,Evening,4 shark
California,Stand-Up Paddleboarding,M,48,"No injury, board bumped by shark",N,15h15,8 shark
Texas,Surfing,M,20,Lacerations to right foot,N,UNKNOWN,"Bull shark, 5"
South Carolina,Boogie Boarding,F,6,Laceration to leg,N,UNKNOWN,UNKNOWN
North Carolina,Swimming,F,13,Laceration to left foot,N,13h00,UNKNOWN
Binh Dinh Province,Swimming,M,17,Laceration to left foot,N,17h00,1 m shark
Florida,Boogie Boarding,F,18,Lacerations to left calf and foot,N,12h30,4 shark
Western Australia,Surfing,M,40,Severe laceration to right knee,N,12h00,UNKNOWN
Florida,Surfing,M,20,Lacerations to left foot,N,UNKNOWN,UNKNOWN
Florida,Fishing,M,49,Laceration to left calf by hooked shark PROVOKED INCIDENT,N,08h45,"Lemon shark, 4"
Binh Dinh Province,Rescuing,F,58,Minor laceration to leg,N,18h00,20 to 30kg shark
Binh Dinh Province,Swimming,F,60,Severe lacerations to left foot,N,18h00,20 to 30kg shark
New South Wales,Surfing,M,UNKNOWN,Superficial lacerations to lower left leg,N,16h30,UNKNOWN
Antsiranana Province,Scuba diving,M,59,Lacerations to arm & chest,N,09h30,UNKNOWN
Florida,Wading,F,10,Minor puncture wounds to right ankle,N,10h30,4 shark
Florida,Measuring sharks,M,29,Arm bitten PROVOKED INCIDENT ,N,Afternoon,"Lemon shark, 6"
Hawaii,Surfing,M,68,"No injury, surfboard bitten",N,16h00,14 shark
Eastern Cape Province,Surfing,M,35,Both feet bitten,N,10h00,2 m shark
Sinai Peninsula,Swimming / treading water,M,24,Lacerations to left ankle and foot,N,14h00,"Oceanic whitetip shark, 6"
Saint-Benoit,Surfing,M,34,"No injury, board bitten",N,11h00,1.5 m shark
South Island,Swimming,M,UNKNOWN,Bruised but otherwise unhurt,N,Night,Possibly a blue shark
Eastern Cape Province,Surfing,M,UNKNOWN,Lacerations to right leg,N,11h00,3 m shark
Off Vanua Levu,Scuba diving,M,19,FATAL,Y,09h30,UNKNOWN
Queensland,Snorkeling,F,60,Lacerations to legs & buttocks,N,13h30,2 m shark
New South Wales,Surfing,M,46,"Minor injury, lacerations to left lower leg",N,08h00,"Wobbegong shark, 1.6m"
South Island,Spearfishing,M,UNKNOWN,"No injury, shark bit his speargun after he used it to prod the shark PROVOKED INCIDENT",N,UNKNOWN,2 m to 3 m shark
New South Wales,Body boarding,M,18,"No injury, shark & board collided",N,15h30,"White shark, 2.5m"
Florida,Surf fishing / wading,M,UNKNOWN,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,N,15h00,"Spinner shark, 6"
Merizo,Spearfishing (free diving),M,31,Shark bites were post-mortem,UNKNOWN,11h00,Invalid
Florida,Kite Boarding,M,38,FATAL,Y,15h44,UNKNOWN
South Island,Boogie Boarding,F,14,Stepped on shark PROVOKED INCIDENT,N,18h30,1.5 m shark
Rio Grande Do Sul,Surfing,M,29,Foot bitten,N,UNKNOWN,Thought to involve a juvenile hammerhead shark
Queensland,Surfing,M,UNKNOWN,"No injury, surfboard bitten",N,16h30,UNKNOWN
Dubai,Surfing,M,54,Laceration to bottom of foot,N,Evening,UNKNOWN
Victoria,Surfing,M,UNKNOWN,Lacerations to right hand ,N,07h30,UNKNOWN
Western Province,Standing,M,37,FATAL,Y,15h15,White shark
Torres Strait,Snorkeling,F,9,2 sets of minor lacerations below her right knee,N,UNKNOWN,"Whitetip reef shark, 1m"
Binh Dinh Province,UNKNOWN,F,UNKNOWN,Minor injuries,N,UNKNOWN,UNKNOWN
Binh Dinh Province,UNKNOWN,M,UNKNOWN,Right wrist bitten,N,17h00,UNKNOWN
Binh Dinh Province,Bathing,M,UNKNOWN,Left arm bitten twice,N,06h45,UNKNOWN
Florida,Spearfishing,M,32,Lacerations to  arm,N,10h15,UNKNOWN
Eastern Province,Surfing,M,UNKNOWN,"No injury, reportedly knocked of his board by a shark",N,UNKNOWN,UNKNOWN
Eastern Cape  Province,Wading,M,20,Lacerations to  left foot,N,08h30,UNKNOWN
New South Wales,Swimming,M,55,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT,N,11h00,UNKNOWN
Maputo Province,Swimming,M,27,Multiple lacerations to right torso & arm. Defense wounds on  hands,N,16h30,"Zambesi shark, 2m "
Queensland,Kayaking,M,UNKNOWN,"No injury to occupants, kayak bumped by shark",N,11h00,UNKNOWN
Queensland,Spearfishing,M,18,Lacerations to hand & forearm,N,07h30,"Bull shark, 3m"
Eastern Cape Province,Paddling on kneeboard,M,22,FATAL,Y,14h30,UNKNOWN
KwaZulu-Natal,Surfing,M,UNKNOWN,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda",UNKNOWN,UNKNOWN,No shark involvement
South Island,Swimming to shore from capsized kayak,M,24,FATAL,Y,UNKNOWN,"White shark, 2.8 to 3 m "
New South Wales,Surfing,M,39,Laceration to big toe,N,07h00,UNKNOWN
New South Wales,Rowing,UNKNOWN,UNKNOWN,No injury to occupants; shark bit steering oar,N,07h30,White shark
New Jersey,Diving,M,58,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,N,13h00,"Sandtiger shark, 8"
California,Surfing,M,49,Puncture wounds to right foot,UNKNOWN,15h30,Shark involvement not confirmed
Florida,Wading,M,10,Left foot bitten,N,Morning,6 shark
California,Fishing,M,31,Puncture wounds and minor lacerations to dorsal surface of his left hand,N,16h45,Thresher shark
Florida,Surfing,M,22,Foot bitten,N,09h30,UNKNOWN
Florida,Surfing,F,27,Foot bitten,N,16h30,UNKNOWN
Florida,Surfing,M,18,Foot bitten,N,Afternoon,4 shark
South Australia,Kayaking,M,25,Ankle bitten,N,10h30,2 m shark
California,Surfing,M,21,"No injury, board broken in half",N,Dusk,UNKNOWN
Victoria,Kayaking,M,27,"No injury, shark bit kayak",N,Morning,"White shark, 4m"
Inhambane Province,Spearfishing,M,UNKNOWN,Left ankle & foot bitten,N,UNKNOWN,Zambesi shark
New South Wales,Paddle-boarding,F,17,"No injury, shark bit rear of paddleboard",N,07h00,UNKNOWN
California,Surfing,M,UNKNOWN,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",N,17h30,UNKNOWN
Hawaii,Surfing,M,54,Bitten on upper right thigh & right ankle,N,06h00,6 to 8 shark
Bocas,Wading,F,10,Arm & torso bitten,N,18h30,UNKNOWN
Fife,Diving,M,23,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,N,14h45,Angel shark
Western Australia,Diving,M,23,Severe lacerations to lower right leg,N,UNKNOWN,"Bull shark, 10"
California,Surfing,M,UNKNOWN,Laceration to shin of left leg,N,11h00,UNKNOWN
Devon,Fishing,M,39,Injury to forearm from sharks spine PROVOKED INCIDENT ,N,12h50,Spurdog
Florida,Swimming,M,UNKNOWN,Laceration to right foot,N,17h30,"Bull shark, 8"
UNKNOWN,UNKNOWN,M,UNKNOWN,Lower right leg bitten,N,UNKNOWN,UNKNOWN
UNKNOWN,Fishing,M,UNKNOWN,Arm bitten PROVOKED INCIDENT ,N,UNKNOWN,UNKNOWN
Pernambuco,UNKNOWN,M,34,Cause of death was drowning; his remains were scavenged by sharks,Y,UNKNOWN,UNKNOWN
North Carolina,Swimming,M,60,FATAL,Y,21h00,Shark involvement prior to death not confirmed
Pernambuco,"Swimming, attempting to rescue a girl  believed to be drowning",M,15,FATAL,Y,Afternoon,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,Death was due to drowning. Two days later his remains were recovered from a 12 tiger shark,UNKNOWN,UNKNOWN,Invalid
Makira-Ulawa Province,Fishing,M,UNKNOWN,Injuries to face & neck PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
California,Surfing,M,UNKNOWN,No injury,N,18h30,4 shark
Western Cape Province,Surfing,M,25,FATAL,Y,15h30,White shark
California,Swimming,F,22,Puncture wounds to left foot & calf,N,16h30,"White shark, 5 to 6 juvenile "
KwaZulu-Natal,Body boarding,M,UNKNOWN,"No injury, shark bit bodyboard",N,Lunchtime,"White shark, 2m"
Florida,Swimming,M,26,Puncture marks on left foot,N,19h00,UNKNOWN
Hawaii,Surfing,M,UNKNOWN,"No injury, surfboard bitten",N,08h45,"Tiger shark, 12"
Louisiana,Wade Fishing,M,56,Right ankle & foot bitten,N,10h00,Bull shark?
Abaco Islands,Spearfishing,M,14,Lacerations to calf,N,UNKNOWN,Bull shark
New South Wales,Surfing,M,14,Left forearm grazed & puncture marks in wetsuit,N,06h15,UNKNOWN
Binh Dinh Province,Swimming,F,41,Foot bitten,N,17h30,UNKNOWN
Mombasa,Washing his feet,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Texas,Wading,F,14,Lacerations to anterior left lower leg,N,Afternoon,UNKNOWN
Catalunya,Swimming,F,11,Laceration to left foot,UNKNOWN,10h15,Shark involvement questionable
North Carolina,Swimming,F,26,Laceration to left foot,N,15h00,UNKNOWN
Florida,Swimming,F,19,Laceration to lower right leg,N,15h00,UNKNOWN
Binh Dinh Province,Swimming,M,57,Severe bite to right leg,N,UNKNOWN,UNKNOWN
UNKNOWN,Spearfishing,M,UNKNOWN,Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT,N,UNKNOWN,"Caribbean reef shark, 6"
California,Paddle-surfing,M,UNKNOWN,"No injury, shark collided with surfer & board",N,08h30,5 shark
Western Cape Province,Surfing,M,37,Leg bitten,N,11h15,UNKNOWN
Florida,Boogie Boarding,F,12,Right ankle bitten,N,16h00,UNKNOWN
Florida,Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,N,15j45,"Nurse shark, 6"
New South Wales,Surfing,M,52,2-inch laceration to upper left arm,N,08h45,"Thought to involve a Bronze whale shark, 2m"
California,Surfing,M,26,Puncture wounds to foot,UNKNOWN,UNKNOWN,Shark involvement not confirmed
Florida,Crawling,M,14,2-inch laceration to upper left arm,UNKNOWN,17h30,"Shark involvement probable, but not confirmed"
UNKNOWN,Fishing for sharks,M,UNKNOWN,Hand bitten by hooked shark PROVOKED INCIDENT,N,UNKNOWN,White shark
St. Johns Reef,Scuba diving,M,UNKNOWN,Lacerations to left hand,N,UNKNOWN,Oceanic whitetip shark
St. Johns Reef,Scuba diving,M,UNKNOWN,3 cm laceration to shoulder,N,UNKNOWN,Oceanic whitetip shark
St. Johns Reef,Snorkeling,F,50,FATAL,Y,Morning,"Oceanic whitetip shark, 2.5 to 3m"
Off Green Island,Fishing,M,46,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,20h30,80 kg shark
Florida,Swimming,M,UNKNOWN,Right foot bitten,N,20h30,5 to 8 shark
Florida,Surfing,M,31,Lacerations to left leg & foot,N,09h35,blacktip or spinner shark
Florida,Surfing,M,49,Lacerations to right foot,N,10h27,blacktip or spinner shark
Florida,Surfing,M,55,Lacerations to right hand,N,10h16,blacktip or spinner shark
North Region,Spearfishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,N,Afternoon,"Blacktip shark, 4"
Exuma Islands,Spearfishing,M,48,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,N,UNKNOWN,7 shark
Florida,UNKNOWN,F,UNKNOWN,Multiple lacerations to right foot & ankle,N,16h45,UNKNOWN
California,Surfing,M,UNKNOWN,No injury,N,10h00,UNKNOWN
Florida,Surfing,M,20,3 puncture wounds to posterior right ankle,N,Late afternoon,UNKNOWN
Batangas province,Swimming,M,23,Legs bitten,N,500,UNKNOWN
Florida,Surfing,M,52,Left foot bitten,N,16h00,UNKNOWN
Florida,Surfing,M,31,Laceration to forearm,N,13h15,2 to 3 shark
Hawaii,Spearfishing,M,49,Missing,UNKNOWN,UNKNOWN,Shark involvement not confirmed
New South Wales,Surf skiing ,M,40,"No injury, catapulted into the water & ski damage",N,08h00,2 to 3 shark
KwaZulu-Natal,Swimming,M,24,Body not recovered,UNKNOWN,Morning,Shark involvement not confirmed
California,Spearfishing,M,UNKNOWN,Shark struck him but the diver was not injured,N,07h45,"White shark, 12 to 15 female"
Florida,Wading,M,15,Lacerations to right foot and ankle,N,16h00,UNKNOWN
Eastern Cape Province,Fishing ,M,59,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,N,UNKNOWN,Raggedtooth shark
Eastern Cape Province,Surfing,M,16,FATAL,Y,Afternoon,UNKNOWN
New South Wales,Surfing,M,17,"Laceration to right foot, puncture wounds to calf",N,18h45,Bronze whaler shark?
New South Wales,Surfing,M,UNKNOWN,"No injury, shark damaged surfboard",N,Early morning,UNKNOWN
New South Wales,Surfing,F,UNKNOWN,"No injury, shark bit nose of surfboard",N,07h45,UNKNOWN
Florida,Surfing,F,17,Minor bite to ankle,N,17h30,3 to 4 shark
Strait of Malacca,Feeding fish,F,UNKNOWN,Minor injury,N,UNKNOWN,Blacktip reef shark pup
Hawaii,Swimming,M,61,"Minor injury, bite chest and left calf",N,20h00,Thought to involve a cookie cutter shark
Western Australia,Wading,M,21,Thigh bitten when he trod on the shark PROVOKED INCIDENT,N,UNKNOWN,"Wobbegong shark, 60cm"
South Province,Surfing,M,19,FATAL,Y,11h30,UNKNOWN
Western Cape Province,Fishing,M,40,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,N,13h30,"Blue shark, 1m"
North Island,Fishing,M,UNKNOWN,"No injury to occupants, shark bit propeller",N,UNKNOWN,UNKNOWN
New South Wales,Surfing,M,15,Lacerations to leg,N,06h45,2.6 m shark
Queensland,Fishing,M,UNKNOWN,Severe laceration to finger,N,10h15,UNKNOWN
New South Wales,Surfing,M,UNKNOWN,"No injury to surfer, but the nose of his board was broken",N,17h00,UNKNOWN
New South Wales,Surfing,M,33,Severe injury to hand ,N,19h30,"White shark, 2.5m "
New South Wales,"Diving, but on the surface when bitten by the shark",M,31,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N,UNKNOWN,"Bull shark, 2.7 m "
Puerto Rico,Air Disaster,M,UNKNOWN,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,Y,UNKNOWN,UNKNOWN
New South Wales,Surfing,M,41,"No injury, surfboard dented",N,11h00,"White shark, 12 "
New South Wales,Surfing,M,UNKNOWN,"No injury, flung from surfboard by the shark",N,07h30,UNKNOWN
UNKNOWN,Fishing,M,49,Left forearm bitten PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
UNKNOWN,UNKNOWN,M,17,Probable drowning with post-mortem bites,UNKNOWN,UNKNOWN,Shark involvement prior to death was not confirmed
Guantanamo Province,Spearfishing,M,15,Severe lacerations to lower left leg,N,10h30,Bull shark
North Island,Fishing,UNKNOWN,UNKNOWN,"No injury to occupant, shark removed small auxiliary outboard motor",N,19h00,UNKNOWN
New South Wales,Swimming,M,19,Hand injured,N,16h30,UNKNOWN
Eastern Cape Province,Swimming,M,25,FATAL,Y,14h00,Tiger shark
Maranhão,Swimming,M,17,"Drowned, body scavenged by shark",UNKNOWN,UNKNOWN,Invalid
Victoria,Fishing,M,UNKNOWN,"No injury to occupants, shark bit propeller",N,09h20,"White shark, 5.5 m "
South Island,Surfing,M,UNKNOWN,"No injury, bumped off board by the shark",N,UNKNOWN,UNKNOWN
Western Cape Province,UNKNOWN,UNKNOWN,UNKNOWN,FATAL,Y,UNKNOWN,White sharks
New South Wales,Snorkeling,M,24,Puncture wounds to right calf,N,10h45,"Dusky shark, 2m"
Tasmania,Surfing,F,13,Severe lacerations to right leg,N,15h45,"White shark, 5m"
New South Wales,Surfing,M,31,Left thigh severely bitten,N,09h00,"White shark, 3.5m"
North Island,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, shark hit boat & bit outboard motor",N,UNKNOWN,"Mako shark, 3m"
Galapagos Islands,Surfing,M,22,Right lower leg bitten & defense wounds to hand,N,UNKNOWN,UNKNOWN
North Island,Swimming,M,49,Posterior thigh bitten,N,17h30,Broadnose sevengill shark
Guantanamo Province,Spearfishing,UNKNOWN,UNKNOWN,Lacerations to right calf,N,UNKNOWN,Bull shark
Western Australia,Crabbing,UNKNOWN,UNKNOWN,"Reports said a shark attacked the dinghy, but Vickery said it did not",UNKNOWN,09h30,No shark involvement
Tasmania,Yacht race,UNKNOWN,UNKNOWN,No injury to occupants -  shark became entangled in aft rudder,N,UNKNOWN,2 m shark
New South Wales,Boogie Boarding,M,10,"No injury, shark tore his swim fin",N,UNKNOWN,UNKNOWN
New South Wales,Kayaking,M,29,"No injury, shark struck kayak, catapulting him into the water",N,11h00,"White shark, 4m to 5m "
Western Australia,Snorkeling,M,51,FATAL,Y,07h00,4 to 5m white shark
California,Kayaking,M,UNKNOWN,"No injury, shark struck paddle",N,15h00,White shark
North Island,Fishing,M,UNKNOWN,Lacerations to left calf and ankle,N,UNKNOWN,Bronze whaler shark?
Western Cape Province,Fishing,M,15,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N,20h00,"Raggedtooth shark, 2m"
