Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,,
Society Islands,"Fishing, standing in 2' of water",M,52,Shin bruised,N,,,,
Hawaii,Swimming,F,60,Left foot bitten ,N,11h56,A “small” shark,,
Pernambuco,Swimming,M,36,"FATAL, body not recovered",Y,16h00,Possibly a bull shark or tiger shark,,
Florida,Surfing,M,21,Left foot bitten,N,Sunset,,,
Florida,Surfing,M,14,Abrasions on right hand & deep laceration on middle finger,N,12h00,Blacktip or spinner shark,,
Florida,Surfing,M,35,Heel & back of right knee lacerated,N,13h30,3.5' to 4.5' shark,,
Florida,Surfing,M,18,Left hand lacerated and abraded,N,14h35,3.5' to 4' shark,,
Florida,Surfing,M,47,Right hand severely lacerated,N,16h20,4' to 5' shark,,
Florida,Surfing,M,32,Left hand bitten,N,07h30,,,
Hawaii,Fishing from Surfboard,M,55,"No injury, surfboard bitten ",N,15h35,1.2 m [4'] blacktip shark,,
Florida,Fishing,M,  ,Left thumb lacerated PROVOKED INCIDENT,N,Afternoon,1.8 m [6'] blacktip shark,,
Vava'u,Swimming,M, ,Thigh lacerated  PROVOKED INCIDENT,N,15h00,"Tiger shark, 1.5 m [5']k",,
Oregon,Boogie boarding or Surfing,M,24, Ankle lacerated,N, ,2.4 m [8'] shark,,
California,Surfing,M,35,No injury,N,Early Morning,3 m to 3.7 m [10' to 12'] shark,,
Pernambuco,Swimming,M,19,"Left thigh bitten, leg surgically amputated",N,15h00,Bull or tiger shark,,
Hawaii,Body boarding,,,"No injury, shark fin seen just before board ripped away & dragged out to sea",N,07h50,,,
Western Cape Province,Surf skiing,M,47,No injury,N,16h00,White shark,,
Florida,Boogie boarding,M,20,Bitten above & below right knee,N,15h55,4' to 6' shark,,
Florida,"Wading, when he stepped on the shark",M,36,2 small puncture wounds on left foot PROVOKED INCIDENT,N,17h45,1' to 2' hammerhead or bonnethed shark,,
Hawaii,Surfing,M,16,Left foot lacerated ,N,15h45,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",,
Alabama,Swimming,F,29,Both arms & leg bitten,N,17h00,,,
Florida,Surfing,M,27,Big toe bitten,N,14h45,0.9 m  to 1.2 m [3' to 4'] shark,,
Florida,Surfing,M,15,Lacerations on heel & dorsum of right foot,N,15h30,"Nurse shark, 1.5 m [5'] ",,
Florida,Standing,M,15,Ankle & leg lacerated,N,12h30,,,
Cheshire,Diving,M,30,Hand bitten by captive shark PROVOKED INCIDENT,N,,"Sandtiger shark, 3 m [10'] ",,
North Carolina,Standing,M,14,Leg lacerated,N,11h00,1.2 m to 1.5 m [4' to 5'] shark,,
South Carolina,Surfing,M,13,Heel bitten,N,19h00,1.2 m [4'] blacktip or sandbar shark,,
North Carolina,Swimming,F,15,Calf bitten,N,17h00,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",,
Florida,Surfing,M,19,2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,N,18h45,,,
Maryland,Shark Fishing,M,41,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Y,Shortly after midnight,"Mako shark, 400-lb ",,
Pernambuco,Surfing,M,22,Right hand severed,N,15h00,Bull or tiger shark,,
North Carolina,Standing,F,9,"Calf, foot & hand bitten",N,17h15,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",,
Queensland,Surfing,M,30,minor injury to foot,N,10h00,,,
Florida,Swimming,F,11,Small lacerations on right lower leg,N,14h25,,,
,,,,Human remains (right forearm & leg) recovered from 3.7m [12'] tiger shark’s gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier,,,Shark involvement prior to death was not confirmed,,
Louisiade Archipelago,,,,"Arm severely lacerated, surgically amputated",N,,,,
Louisiade Archipelago,Attempting to retreive a dinghy,,,FATAL,Y,,,,
Hawaii,Sitting on surfboard,,,"No injury, shark bit side of surfboard",N,13h345,"Tiger shark, 2.4 m to 2.7 m [8' to 9']  ",,
Florida,Surfing,M,28,Right hand lacerated,N,13h00,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,,
Florida,Surfing,M,50,6-inch gash on right foot,N,10h40,  ,,
Florida,Swimming,M,10,Right calf lacerated,N,13h00,,,
KwaZulu-Natal between Port Edward and Port St Johns,Snorkeling (filming the sardine run),M,50,Upper arm bitten,N,  ,1.5 to 2.5 m [5' to 8.25'] copper shark,,
California,Surfing,M,24,Lacerated leg & back,N,14h15,3.7 m to 4.3 m [12' to 14'] white shark,,
Florida,Floating on a raft,M,16,Lacerated foot,N,16h15,1 m  shark,,
Florida,"Fishing, removing the shark from his line",M,55,Leg bitten by hooked shark PROVOKED INCIDENT,N,17h15,3' blacktip shark,,
Florida,Playing in the surf with his 2 dogs,M,35,"2-inch wound on dorsum of right foot, 1-inch wound on sole",N,06h47,,,
Guanacaste,Surfing,M,,Toothmarks in board & his swim trunks,N,,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",,
Milne Bay Province,Collecting beche-de-mer,M,14,Wrist lacerated,N,,,,
Florida,Fishing,M,31,Laceration to arm.,N,,2.1 m to 2.4 m [7' to 8'] shark,,
Pernambuco,Surfing,M,40,Leg injured,N,17h00,,,
Northern Territory,Fishing from prawn trawler,M,20,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,N,,,,
South Australia,Scallop diving (using surface-supplied air & a POD) ,M,23,"FATAL, torso & leg bitten  ",Y,12h40,"White shark, 6m [20']",,
New South Wales,Fishing (Drowned 2-Apr-2002),M,52,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",,,Invalid,,
Florida,"Surfing, but standing in water alongside board",M,34,Left foot bitten,N,10h30,1.2 m [4'] shark,,
Florida,Surfing,M,28,Left foot bitten,N,11h10,,,
New South Wales,Swimming,M,45,Foot bitten,N,18h30,,,
Abaco Islands,Standing,M,43,Calf bitten,N,10h45,"Bull shark, 400-lb ",,
Florida,Wading,M,41,Two half-inch lacerations on right heel and one near small toe,N,15h00,3'  shark,,
Florida,Swimming / Wading,M,29,Upper left arm bitten,N,11h30,0.9 m [3'] shark,,
Hawaii,Body-boarding,M,17,Left leg severed below knee,N,12h00,Tiger shark,,
Florida,Wading,F,11,Foot bitten,N,10h10,  ,,
Pernambuco,Swimming,M,16,"Severe kacerations, FATAL",Y,17h00,,,
Florida,Swimming /  boogie boarding,M,20,Punctures on left foot and foot ,N,15h45,4' shark,,
Florida,Snorkeling,M,39,Arm bitten,N,Morning,"Nurse shark, 1m ",,
Florida,Surfing,M,31,Several  puncture wounds on lower right leg,N,10h55,"Spinner shark, 3' to 4' ",,
Loyalty Islands,Spearfishing,M,44,"PRESUMED FATAL, body not recovered",,,Shark involvement prior to death unconfired,,
,Capsized fishing boat,M,,FATAL,Y,,,,
Queensland,Surfing,M,30 or 36,Heel / foot bitten,N,09h00 -10h00,"1.5 m [5'] ""whaler shark""",,
Cikobia Island (north of Vanua Levu),,M,15,"FATAL, lower thigh & knee severely lacerated ",Y,20h00,,,
New South Wales,Kayaking,M,35,Stern of kayak bitten/chest bruised ,N,19h15,C. leucas tooth fragment recovered from kayak,,
New South Wales,Surfing,M,20,Bruises & minor cuts,N,20h45 (Sunset),"Tiger shark, 3 m [10']",,
Western Australia,Swimming,M,32,15 cm wound on inner thigh,N,,,,
KwaZulu-Natal,Fishing,M,16,Leg bitten & surgically amputated,N,02h00,Zambesi shark?,,
Pernambuco,Swimming,,,FATAL,Y,,,,
KwaZulu-Natal,Surf skiing,M,26,Foot & calf bitten,N,Sunset,Unidentified,,
Hawaii,Snorkeling,M,35,Lacerations to buttocks & thigh,N,13h00,"Tiger shark, 1.8 m [6'] ",,
Western Australia,Surfing,M,36,"No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display",N,Morning,,,
New South Wales,Surfing,M,49,"No Injury, shark hit board",N,,Bronze whaler shark,,
Hawaii,Surfing,,,"No injury, portion of board's lower surface removed",N,17h00,,,
Western Australia,Surf-skiing,M,,"No injury, fell off ski after possibly colliding with  a shark",,,,,
KwaZulu-Natal,Kite-Boarding,M,,No injury,N,,"Mako shark, 2 m [6.75'] ",,
Queensland,Snorkeling,F,20,Lacerations to right forearm & shoulder injured,N,13h00,Bronze whaler shark?,,
Guerrero,Body surfing,M,26,Hand injured,N,Late morning,"Tiger shark, 1.8 m [6']",,
Queensland,,M,31,No injury from shark,N,P.M.,4 m [13'] white shark,,
Florida,"Surfing, fell off surfboard & stepped on the shark.",M,21,PROVOKED INCIDENT Several small lacerations on left foot ,N,16h20,4' shark,,
Florida,Surfing,M,14,"1"" to 2"" cuts on right ankle & foot",N,15h00,,,
Florida,Wreck / Technical diving,M,42,FATAL or drowning & scavenging,Y,13h20,Questionable incident - shark bite may have precipitated drowning,,
Florida,Boogie boarding,M,6½,"2 lacerations on lower back, punctures on buttock",N,15h00,2' to 3.5' shark,,
North Carolina,Surfing,M,16,Foot bitten,N,13h45,,,
Cheshire,Diving,M,,Head bitten by captive shark PROVOKED INCIDENT,N,,12' sandtiger shark,,
Florida,Fishing,M,44,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N,,,,
Florida,Walking in shallows,M,13,Minor injury to left leg,N,18h40,,,
South Carolina,Swimming,F,,Left hand injured,N,,Shark involvement not confirmed,,
North Carolina,Swimming ,M,28,FATAL,Y,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,,
North Carolina,Swimming,F,23,Left buttock & foot  severed,N,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,,
Florida,Wading,M,20,Right calf lacerated,N,Afternoon,1.5 m [5'] shark,,
Virginia,Swimming ,M,10,"FATAL, thigh bitten ",Y,18h00,bull shark,,
Abaco Islands,Spearfishing,M,44,Torso lacerated,N,13h30,3 m [10'] bull shark,,
Florida,Standing,F,29,Punctures & lacerations on elbow & forearm,N,13h30,,,
Florida,Wading,M,69,Heel lacerated,N,16h20,,,
Florida,Boogie Boarding,M,18,Thigh & foot bitten,N,16h00,,,
Florida,Boogie Boarding,M,18,Upper left thigh & right foot bitten,N,14h00,,,
Florida,Surfing,M,17,Foot lacerated,N,16h20,a small shark,,
Florida,Surfing,M,27,Thigh lacerated,N,16h00,,,
Florida,Surfing,M,32,Cuts on right foot,N,13h14,,,
Florida,Surfing,F,17,Lacerations to lower leg,N,13h06,,,
Florida,Surfing,F,17,Left foot lacerated,N,11h20,,,
Florida,Surfing,M,20,Cuts on right foot,N,12h30,Possibly  a blacktip or spinner shark,,
Florida,Surfing,M,19,Back of left hand gashed,N,12h05,"3' shark, possibly  a blacktip or spinner shark",,
Florida,Surfing,M,19,Left ankle bitten,N,10h00,"Blacktip shark, 5' to 6' ",,
Grand Bahama Island,Spearfishing,M,43,Calf bitten,N,16h00,1.9 m [6.5'] bull shark,,
Rayong Province,Fell off banana boat,M,21 & ?,Legs bitten,N,,3 m [10'] shark,,
South Carolina,,F,,Toe bitten,N,,,,
Grand Bahama Island,Swimming,M,36,"Leg bitten, later surgically amputated above the knee",N,10h20,,,
,Fishing,,,No Injury to occupants,N,,,,
South Carolina,,F,,Survived,N,,,,
Florida,,M,,Minor injury,N,16h00,,,
Florida,,F,,2 bites behind knee,N,,Nurse shark,,
Massachusetts,Fishing,,,No Injury to occupants; shark bumped the boat ,N,,"Mako shark, 14' ",,
Florida,Surfing,M,48,Left foot & heel lacerated,N,14h30,,,
Florida,Boogie boarding,M,18,Foot lacerated,N,14h30,0.9 m  [3'] shark,,
Baja California,Surfing,M,42,Foot bitten,N,Evening,,,
Florida,Swimming,M,8,"Arm severed, surgically reattached",N,Dusk,"Bull shark, 2.3 m [7.5'] ",,
South Carolina,,,,Hand bitten,N,,,,
Georgia,Floating face-down in knee-deep water,M,35,2-inch cut on dorsum of left foot,N,18h30,,,
Texas,Swimming,M,14,Leg lacerated,N,,1.5 m [5'] shark,,
California,Spearfishing,M,52,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N,09h00,"White shark, 2.4 m to 3 m [8' to 10'] ",,
New South Wales,Hiking on the beach,M,75,Remains recovered from gut of a  3.7 m [12'] tiger shark,,,Shark involvement prior to death was not confirmed,,
South Carolina,Wading,F,29,3 puncture wounds on each side of her left  hand,N,Shortly before 13h00,2' shark,,
Texas,,M,16,Survived,N,,,,
South Carolina,Swimming,M,11,Shin lacerated,N,,1.2 m to 1.5 m [4.5' to 5'] shark,,
South Carolina,Swimming,M,,5.5-inch laceration on calf,N,19h00,,,
Zamboanga del Sur Province,Shark fishing,M,24,Arm bitten PROVOKED INCIDENT,N,,,,
,,M,,Fatal or drowned & remains scavenged by shark,,,Shark involvement prior to death was not confirmed,,
Eastern Cape Province,Surfing,M,26,Leg bitten,N,,"White shark, 2.7 m to 3 m [9' to 10'] ",,
New South Wales,Surfing,M,33 or 37,"Chest lacerated, surfboard bitten",N,17h45,,,
Florida,Surfing,M,45,Foot lacerated ,N,19h00,1.2 m to 1.5 m [4' to 5'] shark,,
Taveuni,"Spearfishing, carrying his catch",M,,FATAL,Y,,,,
Florida,Boogie boarding,M,14,4 small lacerations on lower right leg,N,15h49,,,
Florida,Surfing,M,16,Foot & ankle lacerated,N,11h00,,,
Florida,Surfing,M,12,Right foot & ankle lacerated,N,10h55,Possibly a juvenile blacktip or spinner shark,,
Florida,,M,mid-30s,Right ankle & lower leg lacerated,N,16h00,,,
Florida,Surfing,M,38,Foot & ankle lacerated,N,16h45,,,
Florida,Surfing,M,21,Small cuts on big & pinky toes of left foot,N,16h05,Possibly a juvenile blacktip or spinner shark,,
Florida,Body boarding,M,12,Foot & ankle lacerated,N,12h34,Possibly a juvenile blacktip or spinner shark,,
Florida,Surfing,M,22,Foot lacerated,N,11h53,Possibly a 1.5 m [5'] blacktip or spinner shark,,
Florida,Surfing,M,19,Minor cuts on right heel & foot,N,8:04 PM,Possibly a juvenile blacktip or spinner shark,,
Florida,Surfing,M,22,Lacerations to top & bottom of left foot,N,12h46,,,
Hawaii,Surfing,M,,Minor punctures & lacerations on left hand ,N,07h00,"1 m shark, possibly whitetip reef shark",,
Florida,Surfing,,16,Foot lacerated,N,,Possibly a juvenile blacktip or spinner shark,,
Eastern Cape Province,Surfing,M,46,"Thigh, hip & buttock bitten",N,09h30,"White shark, 2.7 m [9'] ",,
New South Wales,Snorkeling,M,,Wrist lacerated PROVOKED INCIDENT,N,,Wobbegong shark,,
Florida,Standing alongside surfboard,M,26,Minor lacerations to dorsum of left foot,N,14h45,"""small shark""",,
Rio Grande de Norte,Batin,F,12,Left thigh bitten,N,,,,
New South Wales,Surfing,M,40,Calf bitten,N,10h00,Bronze whaler shark,,
Hawaii,Body-boarding,M,,"Minor cuts on left hand, body board bitten",N,14h40,,,
Florida,Surfing,M,,Fingers & hand lacerated,N,,"Spinner shark, 1.2 m to 1.5 m [4' to 5'] ",,
Bahia,Attempting to catch a crocodile,M,12,Lacerations below the knee,,,Shark involvement not confirmed,,
Pernambuco,Swimming,M,20,FATAL,Y,,,,
,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,,,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",Y,,"Tiger shark, 8' ",,
Western Australia,Fishing for whiting,,,No injury to occupants,N,,"White shark, 5 m [16.5'] ",,
Off the western coast of peninsular Malaysia,Unknown,F,,Bones recovered by fishermen in 300-kg [662-lb] white shark’s gut,,,Shark involvement prior to death was not confirmed,,
New South Wales,Surfing,M,40,Leg bitten,N,16h15,"Bronze whaler shark, 2.5 m [8.25']  k",,
New South Wales,Kayaking,M,35,"No injury, shark rammed & bit kayak",N,,5 m shark,,
Holquin Province,Swimming,F,55,Left arm bitten,N,,2 m [6.75'] shark,,
South Australia,Fishing,,,No injury to occupants,N,,"White shark, 4.3 m [14'] ",,
California,Surfing,M,,"Foot bruised, board dinged",N,,"1.8 m to 2.4 m [6' to 8'] ""black finned shark""",,
North Island,Kayaking,M,,"No injury, kayak bitten",N,,White shark,,
Queensland,Scuba diving,M,23,Hand bitten,N,,,,
Taveuni,Swimming back from anchored sailboat,M,47,"FATAL, leg severed ",Y,14h30,6 m [20'] shark,,
South Australia,Fishing for whiting,,,No injury to occupants,N,,"White shark, 4.5 m [14'9""] ",,
New Brunswick,Diving for sea urchins,M,30,No injury,N,,"Porbeagle shark, 3 m [10']rk",,
Queensland,Spearfishing,M,38,Left elbow and forearm bitten,N,09h30,"Bronze whaler shark, 2.5 m [8.25'] ",,
Cook Islands,Surfing,F,,FATAL,Y,,,,
Queensland,Diving (shell maintenance),M,28,"No injury, wetsuit & swimfin torn",N,,"Tiger shark, 4 m ",,
South Australia,Shipwrecked,M,47,"Missing, thought to have been taken by a shark",,,Shark involvement not confirmed,,
Florida,Swimming,M,73,Right calf lacerated,N,12h00,1.2 m to 1.8 m [4' to 6'] shark,,
Florida,Walking,F,27,No injury,,,Invalid,,
Western Australia,Swimming,M,52,Leg & feet lacerated,N,06h30,"White shark, 4.9 m [16'] ",,
Western Australia,Swimming,M,49,"FATAL, torso bitten, leg severed ",Y,06h30,"White shark, 5 m [16.5'] ",,
California,Surfing,M,27,Both thighs bitten,N,16h30,"White shark, 2.4 m to 3 m [8' to 10'] ",,
Queensland,Fishing ,,31,"No Injury to occupant, shark holed and sank boat",N,22h00,White shark,,
Florida,Surfing,M,23,Leg lacerated,N,18h00,,,
Hawaii,Swimming / snorkeling,F,56,Right side of back / torso lacerated,N,11h20,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",,
Florida,Swimming,M,69,Right hand lacerated,N,15h30,,,
Florida,Surfing,M,17,Foot lacerated,N,Morning,2.1 to 2.4 m [7' to 8'] shark,,
Florida,Surfing,M,23,Fingers lacerated,N,14h30,"Blacktip shark, 2' ",,
Florida,Body surfing,M,11,Right foot & heel lacerated,N,12h48,,,
North Carolina,Surfing,M,24,Upper left arm lacerated,N,16h30,,,
California,Sitting on surfboard,M,,No injury,N,09h00,"White shark, 4.3 m [14']",,
South Australia,Surfing,M,17,FATAL,Y,13h00,White shark,,
South Australia,Surfing,M,25,FATAL,Y,07h30,"White shark, 4 m to 5 m [13' to 16.5'] ",,
New South Wales,Fell onto dead shark,M,12,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N,,100-kg [221-lb] dead blue shark,,
Miyako Island,Surfing,M,31, FATAL,Y,17h00,"White shark, 2.5 m ",,
South Carolina,,,,Non-fatal,N,,,,
Florida,Standing / surfing,M,49,Right lower leg & ankle lacerated,N,18h00,,,
Florida,Surfing,F,26,Puncture wounds on knee,N,12h00,,,
Florida,Swimming / Body surfing,M,25,Finger lacerated,N,13h20,60 cm to 90 cm [2' to 3'] shark,,
Florida,Swimming,M,8,Minor injury to arm and hand,N,17h42,,,
Western Cape Province,Free diving,M,48,Swim fin bitten,N,11h00,"White shark, 3.5 m [11.5']  male ",,
,Swimming,M,28,FATAL,Y,,Thought to involve a Zambesi shark,,
Florida,Wading,M,40,Left foot lacerated ,N,11h45,1.5 m [5'] shark,,
Saint-Pierre,Surfing,M,27,Left arm bitten,N,18h05,"Tiger shark, 3 m [10'] ",,
,Swimming,,,FATAL,Y,,Thought to involve a Zambesi shark,,
Florida,Swimming,M,47,Punctures & lacerations on right foot,N,12h35,A 2' shark was seen in the area by witnesses,,
Florida,Jumped into the water,M,69,FATAL,Y,16h00,"Thought to involve a 2.7 m [9'], 400-lb bull shark",,
Alaska,Conducting research,M,,Leg bitten by netted shark PROVOKED INCIDENT,N,,Salmon shark,,
North Carolina,Swimming out to porpoises ,M,,"Severe gash to left hand above wrist, almost severing hand",N,,,,
Hawaii,"Windsurfing, but sitting on his board",M,53,Left calf lacerated,N,11h50,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",,
Florida,Surfing / Wading,M,27,Minor lacerations to the dorsum of the right foot,N,16h30,juvenile shark,,
Florida,Standing,F,44,Severely bitten on lower leg ,N,16h45,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",,
North Carolina,Swimming ,M,,Non-fatal,,Possibly same incident as 2000.08.21,Shark involvement  not confirmed,,
Florida,Attempting to illegally enter the USA,M,23 & 20,Shark involvement probably post-mortem,,,Shark involvement prior to death was not confirmed,,
,Swimming,,,FATAL,Y,,Thought to involve a Zambesi shark,,
Florida,,M,5,Minor laceration on left leg,N,,,,
